Year,Psi_1_Standardized,Psi_2_Standardized,Raw_Component_1,Raw_Component_2,Raw_Component_3,Raw_Component_4
1982,-0.5414347988445732,-1.6780716381580967,-0.06358009679694371,-0.19182413723602224,0.09919911883662363,0.00754318039393802
1983,-0.25645389442030764,-1.3553239992036772,-0.03089326037784463,-0.154803058109325,0.24851114628000975,0.039580635857520086
1984,0.14104055884382746,0.04507486818233619,0.01469869322196888,0.005831044269830157,0.3281877923880002,-0.05835289133646219
1985,0.12952838733486338,0.7308091699514017,0.013378266270197014,0.08448885855447107,0.24829685611222468,-0.2053167813574613
1986,1.068158958216289,1.5652898771350856,0.12103763379992655,0.18020877269677843,0.026937222416756532,-0.25849967066397606
1987,1.290211916286587,1.2533863323633172,0.14650673928783403,0.14443157584941824,-0.07006465142728201,-0.1938983820484716
1988,1.7254060869685162,0.6507578352193486,0.19642278786085712,0.0753064930167588,-0.07522131173527205,0.02209157292246475
1989,1.5828305395843982,0.4529935364591937,0.18006960937641356,0.05262174843875285,-0.030779722556847466,0.19537137484746228
1990,1.5536674500205643,0.4141155977345404,0.17672465143976027,0.04816221699037083,-0.027155114618445598,0.24365241854608255
1991,1.5788947094184294,0.23238337806536483,0.17961817619330858,0.027316447502981844,-0.008733671058917081,0.24454310785961078
1992,1.205056054695723,-0.07243305642967429,0.13673950339681407,-0.007647815526537212,0.0686546546414275,0.18234340663915813
1993,0.7514504951716867,0.7617001315231845,0.08471169910266223,0.08803223608731259,0.17960712190958247,-0.0792298112350576
1994,0.40037022016609,1.5406171499927663,0.04444337466084,0.17737866373992806,0.10062329181649332,-0.18969360003171132
1995,0.9869128422533432,0.5866161339499019,0.11171883923882038,0.06794905732579617,-0.06414085238698222,-0.1955568060614378
1996,0.9119133769742503,0.30625919269101093,0.10311652513623075,0.035790444052315275,-0.1440149687291115,-0.10898890879341039
1997,0.41785473995614214,-0.12467133670838904,0.04644882004111395,-0.013639857835215442,-0.08275590782685475,-0.0749793798265397
1998,-0.18407434492937735,-0.8080556593489661,-0.02259144626479813,-0.0920281154980211,0.009031598466024617,-0.08235768235714969
1999,0.0864933845090477,-0.4798583391335131,0.008442222921942669,-0.05438192542757349,-0.07799857124120385,-0.125155006042504
2000,-0.1519027152240221,0.4832690507314884,-0.018901413770728907,0.05609453049567865,-0.09138673093304372,-0.15853865663876981
2001,-0.10480535767843369,1.1206899872376017,-0.013499425083190068,0.12921051363301447,-0.09653225940139226,0.017021791913216282
2002,-0.06034651100260448,0.4780167888089768,-0.008400069210169347,0.05549206472750953,0.0023707957288061163,0.23020588966395658
2003,-0.06584822943927504,0.6419433800041052,-0.00903110717717525,0.07429542243220112,0.10925482571443547,0.12998510330151825
2004,-0.3268794764061159,1.5598325112411902,-0.03897095766335425,0.17958278027980593,0.12796669050140416,0.014131922493573652
2005,-0.5106849574399329,1.2207430311447376,-0.06005314105955033,0.14068719450774617,0.019473748312069973,-0.08536672956700739
2006,-0.23610632243060772,0.8918546603856017,-0.02855942766544998,0.10296173681835913,-0.04491228703427211,-0.08134905724838484
